name,address,city,state,zip_code,country,phone,website,email_primary,contact_person,contact_person_role,latitude,longitude
Masjid Al-Rahim | Islamic Society of Central Florida,"4962 Old Winter Garden Rd, Orlando, FL 32811",Orlando,Florida,32811,United States,407-523-7882,https://iscf.org/,icopfl786@gmail.com,Asad Haque,Vice President,28.542377,-81.4460469
Masjid Malik | Islamic Society of central Florida,"2018 Rouse Rd, Orlando, FL 32817",Orlando,Florida,32817,United States,407-277-0133,https://iscf.org/,icopfl786@gmail.com,Asad Haque,Vice President,28.5732051,-81.2247963
Masjid Al-Rahman | Islamic Society of central Florida,"1089 N Goldenrod Rd, Azalea Park, FL 32807",Orlando,Florida,32807,United States,407-273-7750,https://iscf.org/,icopfl786@gmail.com mail@iscf.org,Asad Haque,Vice President,28.5581781,-81.2853792
Masjid Al-Haq | Islamic Society of central Florida,"545 W Central Blvd, Orlando, FL 32801",Orlando,Florida,32801,United States,407-835-9600,https://iscf.org/,icopfl786@gmail.com mail@iscf.org,Asad Haque,Vice President,28.5423282,-81.38681
Masjid Al-Aziz | Islamic Society of central Florida,"9501 Satellite Blvd Unit 110, Orlando, FL 32837",Orlando,Florida,32837,United States,,https://iscf.org/,icopfl786@gmail.com mail@iscf.org,Asad Haque,Vice President,28.4205406,-81.4007073
Bay County Islamic Society,"3312 Token Rd, Panama City, FL 32405",Panama City,Florida,32405,United States,850-785-8085,https://baycountyislamicsociety.net/,info@baycountyislamicsociety.net imamamr@gmail.com,,,30.2080904,-85.6700152
Islamic Center of Pinellass Park,"7400 62nd Terrace N, Pinellas Park, FL 33781",Pinellas Park,Florida,33781,United States,727-520-6615,https://ispc-fl.org/,info@ispc-fl.org,,,27.8292046,-82.7402019
Islamic Community of Sw Florida,"25148 Harbor View Rd, Port Charlotte, FL 33980",Port Charlotte,Florida,33980,United States,941-625-8855,http://www.islamicswfl.com/site/,azharsudedar@gmail.com,,,26.9727912,-82.0369928
Masjid Al-Salam | Islamic Society of Cental Florida,"2917 S Orlando Dr, Sanford, FL 32773",Sanford,Florida,32773,United States,,https://iscf.org/masjid/masjid-al-salaam/,icopfl786@gmail.com mail@iscf.org,Asad Haque,Vice President,28.7732792,-81.2779724
Islamic Society of Sarasota & Bradenton,"4350 N Lockwood Ridge Rd, Sarasota, FL 34235",Sarasota,Florida,34234,United States,941-351-3393,https://issb.net/,info@issb.net,,,27.3723722,-82.5040895
Masjid Al-Jaber | Islamic Society of Central Florida,"5186 Schumacher Rd, Sebring, FL 33872",Sebring,Florida,33872,United States,386-860-9663,https://iscf.org/masjid/masjid-al-jabbar/,icopfl786@gmail.com mail@iscf.org,Asad Haque,Vice President,27.5151186,-81.5197781
Masjid Al-Muminin,"2401 6th St S, St. Petersburg, FL 33705",St. Petersburg,Florida,33705,United States,727-288-3636,,admin@isspmosque.com,,,27.7463165,-82.6404548
Islamic Foundation of South Florida,"5457 NW 108th Ave, Sunrise, FL 33351",Sunrise,Florida,33351,United States,954-741-8130,https://ifsf.net/,info@ifsf.net,,,26.1916051,-80.2927856
Islamic Center of Tallahassee,"1020 W Pensacola St, Tallahassee, FL 32304",Tallahassee,Florida,32304,United States,850-681-9022,https://ictallahassee.org/,tallahassee.islamic.center@gmail.com,,,30.4390896,-84.2996697
Masjid Al-Furqan | Islamic Community of Tallahassee,"3617 Old Bainbridge Rd, Tallahassee, FL 32303",Tallahassee,Florida,32303,United States,850-514-0100,https://ictallahassee.org/,tallahassee.islamic.center@gmail.com,,,30.502387,-84.3387782
Masjid Al-Qassam | Islamic Community of Tampa,"5910 E 130th Ave, Tampa, FL 33617",Tampa,Florida,33617,United States,813-985-9433,https://ictampa.org/,hatemfariz5262010@yahoo.com ict@ictampa.com,Sh. Ahmed Sharaf,Imam,28.0651765,-82.3896796
Mas Youth Center | Muslim American Society,"12226 N 56th St, Temple Terrace, FL 33617",Tampa,Florida,33617,United States,813-899-2267,https://www.masyc.org/,myc.operations@masnewyork.org,,,28.0589598,-82.3942348
Islamic Society of Tampa Bay Area,"7326 E Sligh Ave, Tampa, FL 33610",Tampa,Florida,33610,United States,813-628-0007,https://www.istaba.org/,mainoffice@istaba.org,Sr. Mariam Razak,Hifz Academy,28.0114183,-82.3740688
Dar-Us Salaam | Islamic Society of New Tampa,"15830 Morris Bridge Rd, Thonotosassa, FL 33592",Thonotosassa,Florida,33592,United States,,https://www.newtampamasjid.org/,info@newtampamasjid.org,,,28.148265,-82.280566
Masjid Al-Mumin | Islamic Society of Central Florida,"US-1, Titusville, FL",Titusville,Florida,32780,United States,321-268-1833,https://iscf.org/masjid/masjid-al-jabbar/,icopfl786@gmail.com mail@iscf.org,Asad Haque,Vice President,28.5750049,-80.7989482
Muslim Association of Hawaii,"1935 Aleo Pl, Honolulu, HI 96822",Honolulu,Hawaii,96822,United States,808-947-6263,https://www.hawaiimasjid.com,contact@hawaiimasjid.com,,,21.308669,-157.8212803
Islamic Center of Boise,"2719 W Stewart Ave, Boise, ID 83702",Boise,Idaho,83702,United States,208-429-1866,https://boisemuslims.org/,boisemuslims@yahoo.com,,,43.6287512,-116.2249154
American Muslim Community Organization,"1548 E Algonquin Rd, Algonquin, IL 60102",Algonquin,Illinois,60102,United States,847-604-4818,https://www.amco.org/,info@McHenryMuslims.org,,,42.1600079,-88.2726187
Fox Vally Muslim Community Center,"1187 Timberlake Dr, Aurora, IL 60506",Aurora,Illinois,60506,United States,630-810-7729,http://www.auroramasjid.org/,auroramasjid@gmail.com,,,41.7807151,-88.3531126
Al-Azhar Islamic Foundation,"160 Hawthorne Rd, Barrington, IL 60010",Barrington,Illinois,60010,United States,847-277-9910,https://www.aifcenter.org/,best_box69@hotmail.com secretary@azharamerica.org,,,42.120394,-88.169775
Belleville Mosque & Islamic Education Center,"4525 Old Collinsville Rd, Belleville, IL 62226",Belleville,Illinois,622226,United States,618-222-9055,,bellevile@stislam.org,,,38.5653864,-89.9651228
Masjid Ibrahim,"2407 E Washington St, Bloomington, IL 61704",Bloomington,Illinois,61704,United States,309-663-2828,https://icmclean.org/,imam@icmclean.org,,,40.4794518,-88.9489073
Islamic Center of Bloomington-Normal,"2911 Gill St STE 6, Bloomington, IL 61704",Bloomington,Illinois,61704,United States,309-664-0304,https://www.icob.org/,imam.icob@gmail.com,,,40.5007168,-88.9280187
Masjid Al-Islam | Muslim Association of Boilingbrook,"W N Frontage Rd, Bolingbrook, IL 60440",Bolingbrook,Illinois,60440,United States,630-972-0701,https://bolingbrookmasjid.com/,info@bolingbrookmasjid.com,,,41.679195,-88.0797142
Mosque Foundation of Chicago,"7360 W 93rd St, Bridgeview, IL 60455",Bridgeview,Illinois,60455,United States,708-430-5666,https://mosquefoundation.org/,info@mosquefoundation.org,,,41.7228434,-87.8029979
Masjid An-Nur | Carbondale Muslim Center,"504 S Wall St, Carbondale, IL 62901",Carbondale,Illinois,62901,United States,618-533-6522,https://carbondalemuslimcenter.com/,carbondalemosque@gmail.com,,,37.7221636,-89.2090118
Muslim Community Center,"4380 N Elston Ave, Chicago, IL 60641",Chicago,Illinois,60641,United States,773-777-7443,https://mccchicago.org/,Counseling@mcchicago.org,,,41.960297,-87.7289523
Chicago Islamic Center - CIC,"3357 W 63rd St, Chicago, IL 60629",Chicago,Illinois,60629,United States,773-436-8083,,chicagomasque@yahoo.com,,,41.7786232,-87.7077553
Faizan e Madinah Chicago,"6305 N Ridge Blvd, Chicago, IL 60660",Chicago,Illinois,60626,United States,773-465-7875,https://www.dawateislamiusa.com/,dawateislamichicagousa@gmail.com,,,41.9958055,-87.6756971
Islamic Center of Chicago | At-Takaful Islamic Society,"5933 N Lincoln Ave, Chicago, IL 60659",Chicago,Illinois,60659,United States,773-989-9330,https://www.icconline.org/,info@icconline.org,,,41.9892326,-87.7049772
The Ephraim Bahar Cultural Center,"2525 W 71st St, Chicago, IL 60629",Chicago,Illinois,60629,United States,773-476-8825,https://ebaharcenter.com/,baharinfo2525@gmail.com,,,41.7643933,-87.6867535
Islamic Community Center of Illinois,"6435 W Belmont Ave, Chicago, IL 60634",Chicago,Illinois,60634,United States,773-637-3755,https://iccicenter.org/,contact@iccicenter.org,,,41.9379618,-87.7873622
Al-Farooq Mosque,"8950 S Stony Is Ave, Chicago, IL 60617",Chicago,Illinois,60649,United States,773-752-2015,https://www.mafchicago.com/,masjid.alfarooq@yahoo.com,,,41.7317225,-87.585999
Masjid-E-Sayed Hashim | Mahdavia Islamic Center of Chicago,"7419 N Western Ave, Chicago, IL 60645",Chicago,Illinois,60645,United States,773-262-6680,https://www.miccusa.org/,mahdaviacenter@gmail.com,,,42.0162727,-87.6899998
Masjid Al-Muhajireen,"3777 W Columbus Ave, Chicago, IL 60652",Chicago,Illinois,60652,United States,773-581-1083,https://www.masjidmuhajireen.org/,info@masjidmuhajireen.org,,,41.739776,-87.7155782
Islamic Society of Midwest,"501 Midway Dr, Mt Prospect, IL 60056",Mt Prospect,Illinois,60056,United States,201-238-6203,https://www.islamicsom.org/,info@islamicsom.org,,,42.0253357,-87.9434368
Masom | Midwest Association of Shia Organized Muslims,"4353 W Lawrence Ave, Chicago, IL 60630",Chicago,Illinois,60630,United States,847-507-2171,https://masom.com/,secretary@masom.com,,,41.9678728,-87.7375263
Masjid At-Tawheed Chicago,"8726 S Halsted St, Chicago, IL 60620",Chicago,Illinois,60620,United States,773-487-9368,https://www.masjidattawheedchicag.org/,tawheedislamicenter@gmail.com,,,41.7350411,-87.6438717
Masjid Abbu Bakar Siddiq R. A,"1017 W Roscoe St, Chicago, IL 60657",Chicago,Illinois,60657,United States,312-281-9551,,,,,41.9434203,-87.6551266
Dar Al Taqwa,"10740 MD-108, Ellicott City, MD 21042",Ellicott City,Maryland,21042,United States,410-997-5711,https://taqwa.net/,info@taqwa.net,,,39.2364783,-76.884707
Makki Masjid,"3418 W Ainslie St, Chicago, IL 60625",Chicago,Illinois,60625,United States,773-588-8865,https://makkimasjid.com/,info@makkimasjid.com,,,41.9704076,-87.7143712
Downtown Islamic Center,"231 S State St Floor 4th, Chicago, IL 60604",Chicago,Illinois,60604,United States,312-939-9095,https://www.dtislamiccenter.org/,info@dic-chicago.org dic231@gmail.com,,,41.878699,-87.627247
Masjid e Ayesha Chicago,"Chicago, IL 60659",Chicago,Illinois,60659,United States,773-691-8218,https://www.turabi.org/home,masjideayesha@turabi.org,,,41.9909198,-87.7024817
Turkish American Cultural Alliance,"3745 N Harlem Ave, Chicago, IL 60634",Chicago,Illinois,60634,United States,509-695-1487,https://www.tacaonline.org/,taca@tacaonline.org,,,41.9483895,-87.8071043
ICNA-Chicago,"6224 N California Ave, Chicago, IL 60659",Chicago,Illinois,60659,United States,866-497-9037,https://www.icnachicago.org/,,,,41.994752,-87.699804
Nigerian Islamic Association,"932 W Sheridan Rd, Chicago, IL 60613",Chicago,Illinois,60613,United States,773-665-2451,https://www.nigeriaislamicassociation.org/,niaexecutiveboard@gmail.com,,,41.9529492,-87.6535236
Islamic Center of Mchenry County,"East St, Crystal Lake, IL 60014",Crystal Lake,Illinois,60014,United States,815-893-6005,https://icmc-us.org/,admin@icmc-us.org,,,42.243613,-88.311117
Masjid Wali Hasan | Islamic Center of Decatur,"1635 Huston Dr, Decatur, IL 62526",Decatur,Illinois,62526,United States,217-877-2863,https://masjidwh.org/,contact@masjidwalihasan.org,,,39.879168,-88.9345795
Islamic Community of Center of Des Plains,"480 Potter Rd, Des Plaines, IL 60016",Des Plains,Illinois,60016,United States,847-824-1100,https://iccofdesplaines.org/,admin@islamiccommunitycenter.com,,,42.0454049,-87.8608835
Institute of Islamic Education | Masjid Al-Islam,"1048 Bluff City Blvd, Elgin, IL 60120",Elgin,Illinois,60120,United States,847-695-4685,https://www.islamicedu.org/,admissions@islamicedu.org lie.office@islamicedu.org,,,42.0198561,-88.2507956
Islamic Community Center,"345 Heine Ave, Elgin, IL 60123",Elgin,Illinois,60123,United States,847-695-3338,https://www.iccelgin.com/,,,,42.0426695,-88.312883
Dar-Us-Sunnah Masjid and Comm Center,"2045 Brown Ave, Evanston, IL 60201",Evanston,Illinois,60201,United States,773-554-8254,https://www.darussunnah.org/,zahmed22@sbcglobal.net,,,42.0553859,-87.6999117
Islamic Education Center | Husaini Association of Greater Chicago,"1269 Goodrich Ave, Glendale Heights, IL 60139",Glendale Heights,Illinois,60139,United States,630-469-5533,https://www.iechusaini.org/,,,,41.905839,-88.0571657
Msulim Society,"1785 Bloomingdale Rd, Glendale Heights, IL 60139",Glendale Heights,Illinois,60139,United States,630-653-7872,https://www.muslimsocietyinc.org/,,,,41.9240867,-88.080725
Albanian American Islamic Center,"W St Charles Rd, Illinois 60148",Hillsdale,Illinois,60163,United States,708-544-2609,https://albanianamericanislamiccenter.com/,abdulbaseer12@yahoo.com,,,41.8866749,-88.0300954
Islamic Foundation North,"1751 O'Plaine Rd, Libertyville, IL 60048",Liberryville,Illinois,60048,United States,847-406-3730,https://ifnonline.com/,ifnmasjid@ifnonline.com,,,42.3279858,-87.9131442
Al-Masjidul-Huq,"1620 S Highland Ave, Lombard, IL 60148",Lombard,Illinois,60148,United States,630-519-4336,https://www.masjidhaqq.org/,masjidhaqq@gmail.com,,,41.8518928,-88.012457
Masjid DarusSalam,"21W308 North Ave, Lombard, IL 60148",Lombard,Illinois,60148,United States,630-847-6492,,info@dsfnd.org,,,41.904732,-88.040111
Islamic Center of Macomb,"601 Wigwam Hollow Rd, Macomb, IL 61455",Macomb,Illinois,61455,United States,309-833-3875,https://www.islammacomb.org/,msa@wiu.edu,,,40.4668819,-90.6940791
Masjid Al-Ihsan | Islamic Center of Quad Cities,"6005 34th Ave, Moline, IL 61265",Moline,Illinois,61265,United States,309-792-1690,https://icqconline.org/,imamicqc@gmail.com emaanali98@gmail.com,Br. Djima Bello,Chairman,41.479094,-90.4559493
Muslim Education Center,"8601 Menard Ave, Morton Grove, IL 60053",Morton Grove,Illinois,60053,United States,847-470-8801,https://mccchicago.org/,,,,42.0375308,-87.7711868
Islamic Center of Naperville-Al-Hilal,"2844 W Ogden Ave, Naperville, IL 60540",Naperville,Illinois,60540,United States,630-428-3733,https://islamiccenterofnaperville.org/,,,,41.753877,-88.201401
Islamic Center of Naperville,"25W530 75th St, Naperville, IL 60565",Naperville,Illinois,60565,United States,630-355-3733,https://islamiccenterofnaperville.org/,,,,41.7492808,-88.1215595
Islamic Cultural Center of Greater Chicago,"N Pfingsten Rd, Deerfield, IL 60015",Northbrook,Illinois,60062,United States,847-272-0319,https://islamiccenterofnaperville.org/,,,,42.1572468,-87.8462059
The Prayer Center of Orland Park,"16530 104th Ave, Orland Park, IL 60467",Orland Park,Illinois,60467,United States,708-349-6592,https://orlandparkprayercenter.org/,info@op-pc.org,,,41.5895557,-87.8723519
Islamic Center of Peoria,"Peoria, IL 61605",Peoria,Illinois,61605,United States,309-688-4605,https://icpeoria.org/,info@icpeoria.org,,,40.6696506,-89.6392863
Islamic Foundation of Peoria,"823 West Salaam Drive, Peoria, IL 61615",Peoria,Illinois,61615,United States,309-691-8195,https://ifpeoria.org/,drazizrehman@yahoo.com imam@imammazhar.com,,,40.7868283,-89.6052238
Al-Aqsa Community Center,"17940 Bronk Rd, Plainfield, IL 60586",Plainfield,Illinois,60586,United States,815-230-0786,https://plainfieldmasjid.com/,info@plainfieldmasjid.com,,,41.5568569,-88.1910565
Islamic Information Center of America,"830 E Old Willow Rd, Prospect Heights, IL 60070",Prospect Heights,Illinois,60070,United States,847-541-8141,https://www.iica.org/,info@iica.org,,,42.1037529,-87.8943922
Muslim Community Center of Rockford,"5921 Darlene Dr, Rockford, IL 61109",Rockford,Illinois,61109,United States,815-397-3311,https://magr.org/,info@magr.org,,,42.2358376,-89.0008272
Islamic Society of Northwest Suburbs,"3890 Industrial Ave, Rolling Meadows, IL 60008",Rolling Meadows,Illinois,60008,United States,847-253-6400,https://www.isns.org/,communications@isns.org,,,42.0960932,-88.0299293
Masjid Al-Huda | Midwest Islamic Center,"1081 W Irving Park Rd, Schaumburg, IL 60193",Schaumburg,Illinois,60193,United States,630-529-1786,https://masjidalhuda.org/,info.masjid@masjidalhuda.org,,,41.9977557,-88.1186927
Islamic Society of Greater Springfield,"3000 Stanton St, Springfield, IL 62703",Springfield,Illinois,62703,United States,217-529-8970,https://isogs.org/,isogs@outlook.com,,,39.7619569,-89.6249011
Bait Ul Ilm Islamic Center,"485 S Bartlett Rd, Streamwood, IL 60107",Streamwood,Illinois,60107,United States,630-669-6343,https://www.baitulilm.org/,mfaezi@baitulilm.org,,,42.0241098,-88.1808508
Central Illinois Mosque & Islamic Center,"106 S Lincoln Ave, Urbana, IL 61801",Urbana,Illinois,61801,United States,217-782-6562,https://www.cimic.org/,cimic@cimic.org,,,40.1116699,-88.2189195
Islamic Foundation,"300 W Highridge Rd, Villa Park, IL 60181",Villa Park,Illinois,60181,United States,630-782-6562,https://www.islamicfoundation.org/,hisham@islamicfoundation.org,,,41.8681693,-87.9857727
Islamic Center of Western Suburbs,"28W774 Army Trail Rd, West Chicago, IL 60185",West Chicago,Illinois,60185,United States,630-402-0805,https://www.icwsmasjid.org/,info@icwsmasjid.org,,,41.9442008,-88.1840499
Muslim Education Cultural Center of America,"720 E Plainfield Rd, Countryside, IL 60525",Willowsbrook,Illinois,60527,United States,630-241-2000,https://meccacenter.org/,ilmeccacenter@gmail.com,,,41.7978785,-87.8591632
Al Hira Community Center,"140 E Commercial St, Wood Dale, IL 60191",Wood Dale,Illinois,60191,United States,630-350-7860,http://www.alhiracommunitycenter.org/,,Mohammad Iqbal Chohan,President,41.9643158,-87.9771158
Islamic Center of Bloomington,"Bloomington, IN",Bloomington,Indiana,47401,United States,812-333-1611,https://www.icob.org/,Contact@icob.org,,,39.165325,-86.5263857
Islamic Society of Columbus In,"1531 13th St, Columbus, IN 47201",Columbus,Indiana,47201,United States,269-779-7439,https://www.iscindiana.org/,contact@iscindiana.org,,,39.2111538,-85.9072928
Northwest Indiana Islamic center,"9803 Colorado St, Crown Point, IN 46307",Crown Point,Indiana,46307,United States,219-756-7622,https://nwiic.org/,info@nwiic.org,,,41.4396175,-87.2949725
Al Huda Foundation,"12201 Lantern Rd, Fishers, IN 46038",Fishers,Indiana,46038,United States,317-570-9100,https://alhudafoundation.org/,info@alhudafoundation.org techsupport@alhudafoundation.org,,,39.9646192,-86.0127457
Gary Muslim Center,"1473 W 15th Ave, Gary, IN 46407",Gary,Indiana,46407,United States,219-885-3018,http://garymuslimcenter.com/,,,,41.5875742,-87.3556982
Illiana Islamic Association,"9606 Spring St, Highland, IN 46322",Highland,Indiana,46322,United States,219-924-2940,https://www.highlandmasjid.org/,info@highlandmasjid.org,,,41.5387627,-87.4693955
Nur-Allah Islamic Center,"2040 E 46th St, Indianapolis, IN 46205",Indianapolis,Indiana,46205,United States,317-251-9796,http://nurallah.org/,nur-allah@att.net,,,39.8404073,-86.1261377
Masjid Al-Fajr,"2846 Cold Spring Rd, Indianapolis, IN 46222",Indianapolis,Indiana,46222,United States,317-855-9934,https://theimcaonline.org/,info@theimcaonline.org,,,39.8073707,-86.2036589
Masjid Al-Mumineen,"4088 Millersville Rd, Indianapolis, IN 46205",Indianapolis,Indiana,46205,United States,317-545-4252,https://www.masjidmumineen.com/,masjidalmumineenindy@gmail.com,,,39.8304053,-86.1209334
Masjid An-Nur,"5250 Lafayette Rd, Indianapolis, IN 46254",Indianapolis,Indiana,46254,United States,317-328-7983,https://masjidnoorindy.org/,,,,39.8472467,-86.2559516
"Muslim Community Center, Indianapolis","4836 Mt Vernon Dr, Indianapolis, IN 46227",Indianapolis,Indiana,46227,United States,317-786-8911,http://www.taqwacenter.com/,mcci4u@gmail.com,,,39.6953235,-86.1462664
Zainabia Center for Momin,"4444 W 56th St, Indianapolis, IN 46254",Indianapolis,Indiana,46254,United States,,https://www.zainabiacenter.org/,12thimamfollower@gmail.com,,,39.8540292,-86.2360745
Al Haqq FOundation,"5554 Georgetown Rd, Indianapolis, IN 46254",Indianapolis,Indiana,46254,United States,317-822-8161,http://www.alhaqqfoundation.net/,alhaqqfoundation@yahoo.com,Muhammad Ndiaye,Director,39.8526215,-86.2402519
Kendallville Masjid | American Moslem Society Indiana,"Kendallville, IN 46755",Kendallville,Indiana,46755,United States,260-242-1433,,,,,41.4452015,-85.2929384
Islamic Center of Michigan City,"1606 N 500 E, Michigan City, IN 46360",Michigan City,Indiana,46360,United States,219-879-9667,https://islamiccenterofmichigancity.org/,syedshahicmc@tgmail.com,,,41.6669525,-86.9728292
Islamic Center of Muncie,"Hessler Rd, Indiana 47304",Muncie,Indiana,47305,United States,765-288-8014,https://icmuncie.weebly.com/,islamiccenterfmuncie@gmail.com,,,40.2190859,-85.4465444
Islamic Center of Evansville,"4200 Grimm Rd, Newburgh, IN 47630",Newburgh,Indiana,47630,United States,812-853-8806,https://www.isevv.org/,zbfarooqui@gmail.com sundayschoolevl@gmail.com,,,37.9739399,-87.4315037
Islamic Society of North America,"Cartersburg, IN 46168",Plainfield,Indiana,46168,United States,,https://isna.net/,info@isna.net,,,39.698657,-86.4636075
Masjid Al-Noor | Islamic Society of Michina,"3310 Hepler St, South Bend, IN 46635",South Bend,Indiana,46635,United States,574-272-0569,http://www.michianamuslims.org/,contact@michianamuslims.org,,,41.7018519,-86.2030159
AL-ILM Weekend School,"4950 W 34th Pl, Indianapolis, IN 46224",Indianapolis,Indiana,46224,United States,317-672-0488,https://alilmschool.org/,support@alilmschool.org,,,39.8180717,-86.2439502
Shia Islamic Center of Michigan City,"613 Greentree Dr, Trail Creek, IN 46360",Trail Creek,Indiana,46360,United States,219-879-9667,https://islamiccenterofmichigancity.org/,syedshahicmc@tgmail.com,,,41.6900192,-86.8560836
Islamic Society of Greater Lafayette,"1022 1st Street, West Lafayette, IN 47906",West Lafayette,Indiana,47906,United States,765-743-8650,https://www.masjidisgl.org/index,admin@masjidisgl.org,,,40.4254697,-86.9187811
Masjid Darul Arqum | Islamic Community of Quad Cities,"1212 Iowa Ave, Ames, IA 50014",Ames,Iowa,50014,United States,515-292-3683,http://new.arqum.org/index.cfm,info@arqum.org,,,42.0338493,-93.6584823
Muslim Community Center of Quas Cities,"2115 Kimberly Rd, Twin Falls, ID 83301",Bettendorf,Iowa,52782,United States,563-359-8123,https://mcqc.org/,info@mcqc.org,,,42.5485309,-114.4424607
Mother Mosque of North America,"1335 9th St NW, Cedar Rapids, IA 52405",Cedar Rapids,Iowa,52405,United States,319-366-3150,https://www.crmosque.org/,info@crmosque.com,,,41.9863699,-91.6842883
Muslim American Society of Iowa,"2121 N Towne Ln NE, Cedar Rapids, IA 52402",Cedar Rapids,Iowa,52402,United States,319-892-0256,https://masiowa.org/,info@masiowa.org,,,42.0324982,-91.6717922
Islamic Society of Clinton County,"1500 2nd Ave S, Clinton, IA 52732",Clinton,Iowa,52732,United States,563-243-8421,https://www.ciciowa.org/,anisansari5@gmail.com,,,41.8446447,-90.221188
Tri-State Islamic Center,"805 Century Dr #101, Dubuque, IA 52002",Dubuque,Iowa,52002,United States,815-501-4563,https://tristateislamic.center/,info@tristateislamic.center,,,42.493742,-90.7268111
Masjid Al-Iman | Al-Iman Center of Iowa,"1812 W Benton St, Iowa City, IA 52246",Iowa City,Iowa,52246,United States,319-354-6167,https://iowacitymosque.org/index.html,iowacitymosque@yahoo.com,,,41.6499093,-91.5653174
Mosque of Sious City,"1219 Jones St, Sioux City, IA 51105",Sioux City,Iowa,51105,United States,712-234-1670,,,,,42.5037414,-96.4011589
Islamic Center of Des Moines,"6201 Franklin Ave, Des Moines, IA 50322",Urbandale,Iowa,50322,United States,515-255-0212,https://www.islamiccenterdm.com/,icdm.support@gmail.com,,,41.6115792,-93.7030984
Masjid Al Noor | Islamic Center of Waterloo,"2110 Sager Ave, Waterloo, IA 50701",Waterloo,Iowa,50701,United States,319-233-6640,https://masjidalnooriowa.org/,masjidwcf@gmail.com,,,42.4987204,-92.3941853
Islamic Center of Emporia,"1125 Mechanic St, Emporia, KS 66801",Emporia,kansas,66801,United States,620-343-9229,https://www.islamiccenteremporia.org/,icek1234ks@yahoo.com,,,38.411945,-96.1790917
Az-Zahra Islamic Center,"8350 Leavenworth Rd, Kansas City, KS 66109",Kansas City,kansas,66109,United States,913-440-4786,https://www.az-zahraa.org/,,,,39.1440915,-94.7730772
Islamic Center of Lawrence,"1917 Naismith Dr, Lawrence, KS 66046",Lawrence,kansas,66046,United States,785-749-1638,https://iclks.org/,info@islamicsocietylawrence.org,,,38.9495698,-95.2516725
Islamic Center of Leavenworth,"545 Oregon St, Leavenworth, KS 66048",Leavenworth,kansas,66048,United States,913-683-0905,http://leavenworthmuslims.weebly.com/,info@leavenworthmuslims.org,,,39.2829707,-94.9114445
Islamic Center of Manhattan,"1224 Hylton Heights Rd, Manhattan, KS 66502",Manhattan,kansas,66502,United States,785-340-5774,https://icmks.org/blog/,info@icmks.org,,,39.1926246,-96.6042441
Islamic Center of Kansas,"14750 W 143rd St, Olathe, KS 66062",Olathe,kansas,66062,United States,913-390-5055,https://ickansas.org/,info@ickansas.org,,,38.8698168,-94.7569081
Islamic Center of Johnson Country,"W 151st St, Illinois",Overland Park,kansas,662211,United States,913-239-0770,https://www.icjc.org/,icjcounty@hotmail.com,,,41.6148027,-87.9177341
Shawnee Mission Islamic Education Center,"13420 Oak St, Lenexa, KS 66215",Shawnee Mission,kansas,66215,United States,913-303-0162,https://smiec.org/,info@smiec.org,,,38.9595118,-94.7413248
Islamic Center of Topeka,"1115 SE 27th St, Topeka, KS 66605",Topeka,kansas,66605,United States,785-233-1171,http://topekamosque.org/,islamiccenteroftopeka@gmail.com,,,39.0187295,-95.6629375
Masjid Al-Noor | Islamic Society of Wichita,"3104 E 17th St N, Wichita, KS 67214",Wichita,kansas,67214,United States,316-516-8939,https://www.myisw.org/,officemanager@myisw.org,,,37.7157467,-97.2999417
Islamic Society of Wichita Falls,"Wichita Falls, TX 76308",Wichita Falls,kansas,76308,United States,,https://www.islamicsocietywf.org/,,,,33.8511616,-98.544636
Bosnian Islamic Center of Bowling Green,"115 Dishman Ln, Bowling Green, KY 42101",Bowling Green,Kentucky,42101,United States,270-799-4852,http://www.bicbg.org/,bicbg@izbsa.com,,,36.9595761,-86.4900373
Islamic Center of Northern Kentucky,"8142 Mall Rd, Florence, KY 41042",Burlington,Kentucky,41042,United States,,https://www.icnky.com/,,,,38.9839923,-84.6492598
Islamic Center of Danville,"Ben Ali Dr, Danville, KY 40422",Danville,Kentucky,40422,United States,606-936-1694,https://www.danvillemasjid.com/,contact@danvillemasjid.com,,,37.6496147,-84.8070376
Islamic Center of Elizabethtown,"2816 Ring Rd, Elizabethtown, KY 42701",Elizabethtown,Kentucky,42701,United States,270-765-7190,https://sites.google.com/view/etownmasjid,muhammadibrahimsheikh1997@gmail.com,,,37.72075,-85.8389856
Islamic Center of Frankfort,"Islamic Center of Frankfort, 741 Schenkel Ln, Frankfort, KY 40601",Frankfort,Kentucky,40601,United States,502-227-8641,https://www.islamiccenterfrankfortky.org/,,,,38.2178567,-84.8399519
Masjid Bilal Ibn Rabah,"1545 Russell Cave Rd, Lexington, KY 40505",Lexington,Kentucky,40505,United States,770-629-2220,https://masjidbilalibnrabaah.com/,info@masjidbilalibnrabaah.com,,,38.0737221,-84.4753006
Islamic Center of Lexington,"649 S Limestone, Lexington, KY 40508",Lexington,Kentucky,40508,United States,240-317-7299,https://www.iclpmd.org/,iclpmd@gmail.com,,,38.0363814,-84.5081474
Muslim Community Center of Louisville,"8215 Old Westport Rd, Louisville, KY 40222",Louisville,Kentucky,40222,United States,502-412-7825,https://www.mcclou.org/,mcclouky@gmail.com,,,38.2785691,-85.5983869
